"country_name","country_code","x1990","x1991","x1992","x1993","x1994","x1995","x1996","x1997","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007","x2008","x2009","x2010","x2011","x2012","x2013","x2014"
"Barbados","BRB",46.8279648609078,47.2079072836879,47.1620724133149,47.343929238783,47.5241442368135,47.6524664939746,48.8291591748899,48.0039611748676,48.1102712316585,48.056303498998,48.0900483618282,48.1833234613106,47.8324910137564,48.3082543272158,48.3616748347203,48.5285966731222,48.6905809859155,48.779876960224,48.8027532857488,48.7568024315343,48.8516239123207,48.7868958604417,48.7995688854202,48.8857869901425,48.8996907305413
"Belarus","BLR",48.7971044380475,48.7006321767409,48.6149873873239,48.5203311566681,48.429150162722,48.41484566496,48.4674431618611,48.524388156067,48.5809273986021,48.6439208309873,48.6732612238651,48.8183478661394,48.8945691772448,48.8870522010639,48.8847093576274,48.8835030659037,48.8815499344003,48.8777100861081,48.871590628053,48.8628767600459,48.8328189630817,48.7840336638861,48.7350789337925,48.6870627455713,48.7267199461087
"Belgium","BEL",39.0366246831252,39.6751330622524,40.3416580678487,40.9838443196737,41.1079102275434,41.3529703773711,41.3527974465135,41.8666263070422,42.2314801585213,42.9283158221165,43.090195882867,42.333395124664,43.0431162446972,43.4414434334113,43.8280125902765,44.1364807902425,44.4883054513079,44.7507579049529,45.0299750745501,45.2716900514321,45.4198648221719,45.3870562961114,45.4524475138133,45.7366016300321,45.78468091504
"Belize","BLZ",30.1623650271138,30.2446650511999,30.382993186769,30.4197027549173,30.2975907904106,29.8532866326258,29.4576105222765,30.1320027790059,30.7220568922517,31.3932980599647,32.0657531818736,32.783654511947,33.4973547691201,34.2099519860323,35.0040706862698,35.6646711005747,36.0501539737583,36.4639952808326,36.8561106989646,37.1848253527643,37.4829962148096,37.6339330299182,37.6978982789056,37.8124812060221,37.9464689978137
"Benin","BEN",41.7158232327158,41.5189556822736,41.5167165633262,41.8102838615617,42.2434668934545,42.6865363566073,43.224500188416,43.8417728368458,44.4659883362133,45.1408484806623,45.7314061687333,46.3312118099313,46.8392286802507,46.8562235217742,46.8056754370889,46.7672279186959,46.7659332656444,46.7716108975394,46.7844267039507,46.8027127424278,46.8946067218378,46.9375100520853,46.9823381827522,46.9633185765723,47.0081474390629
"Bhutan","BTN",36.2214422070325,35.9603620732413,35.5874058172328,35.2137744868713,35.0164960524372,34.963327871917,35.414792347931,35.9867615250306,36.7825496926638,37.5949361091238,38.3818364836148,38.9252504624244,39.3599474700415,39.8213704203759,40.173611589728,40.4536379406278,40.8383579903049,41.1449532585308,41.430046920648,41.6064268571346,41.5594229957103,41.5147329401672,41.4746314729311,41.4967577281982,41.4708742548753
"Bolivia","BOL",38.1997202788805,38.6521221555289,39.1727708146584,39.5531016701749,39.9859719784957,40.4274902908876,41.3966878209412,42.3320592345057,42.3968981705226,42.4606818624366,42.5234474653796,42.6851385891777,42.7839795289382,42.870367791521,43.026164424708,43.1806734410117,43.3490667340504,43.7355630885818,43.8905423094167,44.1315555937689,44.3619412271302,44.4477617798697,44.5328434212259,44.5477254984604,44.6315463815752
"Bosnia and Herzegovina","BIH",38.956069369974,39.3484938120912,39.7769923137802,40.1673882924661,40.092713666003,39.5295585201326,38.0562045820476,37.6376691672962,37.427002269838,37.40486971848,37.2737997323696,37.1776968640037,37.1631217895419,36.9511727384992,36.822308597511,36.7253913036043,36.5076575910033,35.877712606713,36.4448997012377,37.1440777616599,37.9910378659628,37.9929655300155,38.0194568110616,38.0169503351958,38.0432044611603
"Botswana","BWA",46.6665120163311,46.7375088738524,46.7454326480112,46.7478382954907,46.8202292797648,46.8296945273254,46.9055351585621,46.9808032693898,46.9939041238054,47.00419117072,47.0224705828226,47.0494871965736,47.0781303720612,47.1096993404992,47.1451327692285,47.1853094554273,47.167823705089,47.1585005692218,47.1482353320542,47.1404339598592,47.1340388427914,47.1322597986239,47.0661207611845,47.1283411136499,47.0643956597227
"Brazil","BRA",35.2369542470991,37.2531644129975,39.2116628733745,39.2723793059588,39.6781661740463,40.0803099001212,39.7612769993795,40.114940190201,40.4249269641221,41.1396450088242,41.2376338103658,41.3374142573159,41.9826922091323,42.2267118656252,42.5464600467174,43.0187038586372,43.0660002491995,43.1020277286229,43.0614103945061,43.3030682715719,43.555007131102,43.6976499193059,43.7059575124652,43.7037081528788,43.7742806986552
"Brunei Darussalam","BRN",32.2041776027996,32.9956368680262,33.6600781137479,34.2768400833708,35.011257257969,35.8454592599372,36.807162331442,37.8554957724827,38.9220404234841,39.8496040814157,40.6459828664043,41.0995287912308,41.0420268693373,40.8485652956406,40.6418740849195,40.5144528265029,40.3603278374125,40.1406074551821,40.0736672262334,39.9650122137242,39.8729033509682,39.83786287832,39.8034945555837,39.7748311982553,39.6780191240704
"Bulgaria","BGR",47.8849044291239,48.0926433234043,48.3929367666612,48.1378975629427,47.9549554017756,47.6719377859074,47.4589901286331,47.1418841128735,46.7061827981794,46.3364093165086,45.9300780175248,46.8423478335472,46.8943978878119,46.1826202097259,46.2633704065505,45.9654816476503,46.2788094214081,46.1384003600586,45.7178201418189,45.7304731108178,46.1145353563714,46.4507788948188,46.6225927076454,46.5725020035301,46.6100239215849
"Burkina Faso","BFA",48.4763588855028,48.5678006276105,48.5939997080926,48.5510536392754,48.5679073755279,48.5196291294423,48.4102473615043,48.3633010996277,48.3136134264976,48.2597289156325,48.2641499609679,48.1955690836486,48.1862823502136,48.05488822111,47.980535715886,47.9050408519622,47.8332308622753,47.8162502011358,47.7342565464159,47.6548780556019,47.5696376606672,47.5525601903641,47.417472495077,47.4011902623967,47.3232233505574
"Burundi","BDI",51.8947935665727,51.9555718359978,52.0470888016874,52.2034853907896,52.3368034208008,52.3674257116024,52.2192961128874,52.1017964286098,51.8475159064375,51.7186717048681,51.5522353709933,51.4987885355905,51.411238196273,51.3500245459008,51.3733856206105,51.4142138546041,51.4128825486639,51.3668794873136,51.4506104169031,51.4064881621354,51.4800797823317,51.4546627626403,51.4741716473807,51.4830236547024,51.4885320452499
